前项,后项,支持度,置信度,提升度
安娜苏香水,"祖玛珑香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",0.024017467248908297,0.06307895897662108,1.2477479127800728
祖玛珑香水,"安娜苏香水, 迪奥香水",0.04299630500503863,0.15192878338278934,1.247702036222245
"安娜苏香水, 迪奥香水",祖玛珑香水,0.04299630500503863,0.35310344827586204,1.2477020362222448
兰蔻香水,"卡文克莱香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",0.028720188108834397,0.10142348754448398,1.2476765389253257
"卡文克莱香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",兰蔻香水,0.028720188108834397,0.35330578512396693,1.2476765389253255
Dior迪奥真我香水女士 -100ml淡香水EDT,"安娜苏香水, 卡文克莱香水",0.03913335572724219,0.23824130879345604,1.2475714622306395
"安娜苏香水, 卡文克莱香水",Dior迪奥真我香水女士 -100ml淡香水EDT,0.03913335572724219,0.20492524186455585,1.2475714622306395
安娜苏香水,"菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml, 兰蔻香水",0.023849512932482365,0.06263784737538598,1.2473101781707296
"菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml, 兰蔻香水",安娜苏香水,0.023849512932482365,0.4749163879598663,1.2473101781707296
"阿玛尼Gio寄情水男士淡香水 50ML, 兰蔻香水",安娜苏香水,0.025361101780315753,0.47484276729559743,1.2471168224428704
安娜苏香水,"阿玛尼Gio寄情水男士淡香水 50ML, 兰蔻香水",0.025361101780315753,0.06660785178650198,1.2471168224428704
【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml,0.03056768558951965,0.20022002200220024,1.2469769989551258
意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml,【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,0.03056768558951965,0.19037656903765687,1.2469769989551256
博柏利香水,"卡文克莱香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",0.03107154853879745,0.10869565217391303,1.2469632235905166
"卡文克莱香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",博柏利香水,0.03107154853879745,0.3564547206165703,1.2469632235905166
"卡文克莱香水, 迪奥香水",安娜苏香水,0.0710446758481693,0.4747474747474748,1.246866548145772
安娜苏香水,"卡文克莱香水, 迪奥香水",0.0710446758481693,0.1865902073224526,1.246866548145772
安娜苏香水,"迪奥Dior香水 真我女士浓香100ML, 祖玛珑香水",0.023681558616056433,0.06219673577415086,1.2468665481457717
"迪奥Dior香水 真我女士浓香100ML, 祖玛珑香水",安娜苏香水,0.023681558616056433,0.47474747474747475,1.2468665481457717
范思哲香水,万宝龙传奇女士香水 30ml,0.02989586832381592,0.1922246220302376,1.2467379080261816
万宝龙传奇女士香水 30ml,范思哲香水,0.02989586832381592,0.19389978213507625,1.2467379080261816
香奈儿可可小姐淡香水（瓶装）,阿玛尼Gio寄情水男士淡香水 50ML,0.030903594222371517,0.19784946236559142,1.2465562951584457
阿玛尼Gio寄情水男士淡香水 50ML,香奈儿可可小姐淡香水（瓶装）,0.030903594222371517,0.1947089947089947,1.2465562951584457
"卡文克莱香水, 马克.雅可布香水",博柏利香水,0.030399731273093717,0.3562992125984252,1.2464192196304484
博柏利香水,"卡文克莱香水, 马克.雅可布香水",0.030399731273093717,0.10634547591069328,1.2464192196304484
"安娜苏香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",卡文克莱香水,0.03711790393013101,0.5862068965517243,1.2460820642873853
卡文克莱香水,"安娜苏香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",0.03711790393013101,0.07890039271688683,1.246082064287385
马克.雅可布香水,Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货),0.031575411488075245,0.19562955254942768,1.2457522522773181
Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货),马克.雅可布香水,0.031575411488075245,0.20106951871657755,1.2457522522773181
菲拉格慕香水,"Dior迪奥真我香水女士 -100ml淡香水EDT, 卡文克莱香水",0.02888814242526033,0.1041792852816475,1.245549125636404
"Dior迪奥真我香水女士 -100ml淡香水EDT, 卡文克莱香水",菲拉格慕香水,0.02888814242526033,0.3453815261044177,1.245549125636404
Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒,菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml,0.03275109170305677,0.20123839009287925,1.2455024684126852
菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml,Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒,0.03275109170305677,0.20270270270270271,1.2455024684126852
CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,菲拉格慕香水,0.05156197514276117,0.34533183352080987,1.2453699193112673
菲拉格慕香水,CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,0.05156197514276117,0.1859479103573592,1.2453699193112673
安娜苏香水,"迪奥香水, 菲拉格慕香水",0.04316425932146456,0.1133656815174239,1.2453492024995239
"迪奥香水, 菲拉格慕香水",安娜苏香水,0.04316425932146456,0.4741697416974169,1.2453492024995236
卡文克莱香水,"【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色, 菲拉格慕香水",0.029224051058112193,0.06212067118886112,1.24534167090397
"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 博柏利香水",卡文克莱香水,0.029224051058112193,0.5858585858585859,1.24534167090397
"【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色, 菲拉格慕香水",卡文克莱香水,0.029224051058112193,0.5858585858585859,1.24534167090397
卡文克莱香水,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 博柏利香水",0.029224051058112193,0.06212067118886112,1.24534167090397
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,0.02972791400738999,0.19011815252416753,1.2452843565774407
【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.02972791400738999,0.19471947194719472,1.2452843565774407
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升,0.03073563990594558,0.19656283566058,1.2450373654500992
美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.03073563990594558,0.19468085106382976,1.2450373654500992
"卡文克莱香水, 迪奥香水",雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,0.028720188108834397,0.1919191919191919,1.244756937567395
雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,"卡文克莱香水, 迪奥香水",0.028720188108834397,0.18627450980392155,1.2447569375673948
古驰香水,Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,0.033254954652334565,0.20798319327731093,1.2445547063046325
Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,古驰香水,0.033254954652334565,0.19899497487437187,1.2445547063046325
"安娜苏香水, 普拉达香水",卡文克莱香水,0.03913335572724219,0.585427135678392,1.2444245504566747
卡文克莱香水,"安娜苏香水, 普拉达香水",0.03913335572724219,0.08318457693680828,1.2444245504566747
阿玛尼Gio寄情水男士淡香水 50ML,"卡文克莱香水, 祖玛珑香水",0.028720188108834397,0.18095238095238092,1.2440998570328823
"卡文克莱香水, 祖玛珑香水",阿玛尼Gio寄情水男士淡香水 50ML,0.028720188108834397,0.197459584295612,1.2440998570328823
"浪凡香水, 祖玛珑香水",卡文克莱香水,0.03056768558951965,0.5852090032154341,1.2439608729541929
卡文克莱香水,"浪凡香水, 祖玛珑香水",0.03056768558951965,0.06497679400214208,1.2439608729541929
祖玛珑香水,"卡文克莱香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",0.03056768558951965,0.10801186943620178,1.2439123222884823
"卡文克莱香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",祖玛珑香水,0.03056768558951965,0.35203094777562854,1.2439123222884823
"安娜苏香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",祖玛珑香水,0.026368827678871345,0.35201793721973085,1.2438663490838442
祖玛珑香水,"安娜苏香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",0.026368827678871345,0.09317507418397625,1.2438663490838442
"卡文克莱香水, 祖玛珑香水",Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,0.030231776956667785,0.20785219399538107,1.24377081713417
Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,"卡文克莱香水, 祖玛珑香水",0.030231776956667785,0.18090452261306533,1.2437708171341697
安娜苏香水,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 博柏利香水",0.025529056096741685,0.06704896338773711,1.24364338944108
"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 博柏利香水",安娜苏香水,0.025529056096741685,0.4735202492211838,1.2436433894410799
"祖玛珑香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",安娜苏香水,0.024017467248908297,0.47350993377483447,1.243616297174841
"祖玛珑香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",安娜苏香水,0.024017467248908297,0.47350993377483447,1.243616297174841
安娜苏香水,"祖玛珑香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",0.024017467248908297,0.06307895897662108,1.2436162971748408
安娜苏香水,"祖玛珑香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",0.024017467248908297,0.06307895897662108,1.2436162971748408
Chanel香奈儿COCO可可小姐女士淡香水100ml,"安娜苏香水, 博柏利香水",0.02519314746388982,0.15706806282722513,1.2435947421187479
"安娜苏香水, 博柏利香水",Chanel香奈儿COCO可可小姐女士淡香水100ml,0.02519314746388982,0.19946808510638295,1.2435947421187477
雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,"安娜苏香水, 卡文克莱香水",0.036614040980853205,0.23747276688453156,1.2435469252686902
"安娜苏香水, 卡文克莱香水",雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,0.036614040980853205,0.19173262972735264,1.2435469252686902
Dior迪奥真我香水女士 -100ml淡香水EDT,美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升,0.03224722875377897,0.19631901840490798,1.2434930165774702
美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升,Dior迪奥真我香水女士 -100ml淡香水EDT,0.03224722875377897,0.2042553191489362,1.2434930165774702
万宝龙传奇女士香水 30ml,"安娜苏香水, 迪奥香水",0.02334564998320457,0.1514161220043573,1.2434918488468185
"安娜苏香水, 迪奥香水",万宝龙传奇女士香水 30ml,0.02334564998320457,0.1917241379310345,1.2434918488468185
浪凡香水,迪奥香水,0.05475310715485388,0.35205183585313177,1.243248298143266
迪奥香水,浪凡香水,0.05475310715485388,0.1933570581257414,1.243248298143266
Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,0.030231776956667785,0.1925133689839572,1.2431937081675501
 CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,0.030231776956667785,0.19522776572668113,1.2431937081675501
范思哲香水,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.030231776956667785,0.19438444924406048,1.2431417946285028
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,范思哲香水,0.030231776956667785,0.19334049409237378,1.2431417946285028
迪奥香水,"安娜苏香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",0.026368827678871345,0.09311981020166071,1.2431285873109592
"安娜苏香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",迪奥香水,0.026368827678871345,0.35201793721973085,1.2431285873109592
"宝格丽女士香水, 菲拉格慕香水",安娜苏香水,0.022337924084648974,0.4733096085409252,1.243090167292752
安娜苏香水,"宝格丽女士香水, 菲拉格慕香水",0.022337924084648974,0.05866784296426995,1.243090167292752
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 卡文克莱香水",兰蔻香水,0.02972791400738999,0.35188866799204765,1.2426720813906593
兰蔻香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 卡文克莱香水",0.02972791400738999,0.10498220640569393,1.2426720813906593
兰蔻香水,"卡文克莱香水, Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装",0.028720188108834397,0.10142348754448398,1.2425420675717234
"卡文克莱香水, Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装",兰蔻香水,0.028720188108834397,0.3518518518518518,1.2425420675717234
"安娜苏香水, 迪奥香水",Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml,0.023681558616056433,0.19448275862068964,1.242435992304277
Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml,"安娜苏香水, 迪奥香水",0.023681558616056433,0.15128755364806865,1.242435992304277
卡文克莱香水,"安娜苏香水, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货)",0.037789721195834736,0.08032845412352731,1.2422743268869654
"安娜苏香水, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货)",卡文克莱香水,0.037789721195834736,0.5844155844155845,1.2422743268869654
祖玛珑香水,"卡文克莱香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",0.030231776956667785,0.10682492581602374,1.2422570474777448
"卡文克莱香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",祖玛珑香水,0.030231776956667785,0.3515625,1.2422570474777448
Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒,"安娜苏香水, 博柏利香水",0.025529056096741685,0.1568627450980392,1.2419691280767626
"安娜苏香水, 博柏利香水",Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒,0.025529056096741685,0.2021276595744681,1.2419691280767626
"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 兰蔻香水",安娜苏香水,0.024857238831037957,0.4728434504792333,1.2418658597941576
安娜苏香水,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 兰蔻香水",0.024857238831037957,0.06528451698279665,1.2418658597941574
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕香水",安娜苏香水,0.02334564998320457,0.47278911564625853,1.2417231559584576
安娜苏香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕香水",0.02334564998320457,0.06131451257168064,1.2417231559584576
"Chanel香奈儿COCO可可小姐女士淡香水100ml, 兰蔻香水",卡文克莱香水,0.030903594222371517,0.5841269841269843,1.2416608580835644
卡文克莱香水,"Chanel香奈儿COCO可可小姐女士淡香水100ml, 兰蔻香水",0.030903594222371517,0.06569082470546234,1.2416608580835644
"安娜苏香水, 宝格丽女士香水",兰蔻香水,0.023849512932482365,0.3514851485148515,1.2412470784444993
兰蔻香水,"安娜苏香水, 宝格丽女士香水",0.023849512932482365,0.08422301304863583,1.2412470784444993
卡文克莱香水,"VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 菲拉格慕香水",0.030399731273093717,0.06461977865048196,1.2411166518869987
"VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 菲拉格慕香水",卡文克莱香水,0.030399731273093717,0.5838709677419355,1.2411166518869987
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 祖玛珑香水",卡文克莱香水,0.031575411488075245,0.5838509316770186,1.2410740618368328
卡文克莱香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 祖玛珑香水",0.031575411488075245,0.06711888611210282,1.2410740618368328
宝格丽女士香水,VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,0.031575411488075245,0.1946169772256729,1.240631137475007
VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,宝格丽女士香水,0.031575411488075245,0.20128479657387582,1.240631137475007
菲拉格慕香水,"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",0.0235136042996305,0.08479709267110842,1.24049604364565
"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",菲拉格慕香水,0.0235136042996305,0.343980343980344,1.24049604364565
"安娜苏香水, 博柏利香水",Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml,0.024521330198186093,0.19414893617021278,1.2403033969500503
Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml,"安娜苏香水, 博柏利香水",0.024521330198186093,0.15665236051502146,1.24030339695005
卡文克莱香水,"安娜苏香水, 迪奥香水",0.0710446758481693,0.15101749375223136,1.2402181486907387
"安娜苏香水, 迪奥香水",卡文克莱香水,0.0710446758481693,0.583448275862069,1.2402181486907387
"卡文克莱香水, 博士淡香水",安娜苏香水,0.03980517299294592,0.4721115537848606,1.2399436220710454
安娜苏香水,"卡文克莱香水, 博士淡香水",0.03980517299294592,0.10454344949272167,1.2399436220710454
安娜苏香水,"卡文克莱香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",0.041148807524353376,0.10807234230260256,1.2398125743154058
"卡文克莱香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",安娜苏香水,0.041148807524353376,0.47206165703275527,1.2398125743154058
"安娜苏香水, 博士淡香水",祖玛珑香水,0.024689284514612025,0.35083532219570407,1.23968754204939
祖玛珑香水,"安娜苏香水, 博士淡香水",0.024689284514612025,0.08724035608308607,1.23968754204939
"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",兰蔻香水,0.02888814242526033,0.35102040816326535,1.239605877938364
兰蔻香水,"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",0.02888814242526033,0.10201660735468565,1.239605877938364
"卡文克莱香水, 迪奥Dior香水 真我女士浓香100ML",博柏利香水,0.030231776956667785,0.35433070866141736,1.2395329255993413
博柏利香水,"卡文克莱香水, 迪奥Dior香水 真我女士浓香100ML",0.030231776956667785,0.10575793184488835,1.239532925599341
Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货),0.03056768558951965,0.1946524064171123,1.2395298693128198
Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货),Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,0.03056768558951965,0.1946524064171123,1.2395298693128198
迪奥Dior香水 真我女士浓香100ML,LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml,0.030231776956667785,0.19088016967126195,1.2393680809407783
LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml,迪奥Dior香水 真我女士浓香100ML,0.030231776956667785,0.19629225736095965,1.239368080940778
Dior迪奥真我香水女士 -100ml淡香水EDT,"安娜苏香水, 兰蔻香水",0.024857238831037957,0.15132924335378323,1.2393594428176415
"安娜苏香水, 兰蔻香水",Dior迪奥真我香水女士 -100ml淡香水EDT,0.024857238831037957,0.20357634112792297,1.2393594428176413
"博柏利香水, 菲拉格慕香水",卡文克莱香水,0.054249244205576086,0.5830324909747292,1.2393343274771644
卡文克莱香水,"博柏利香水, 菲拉格慕香水",0.054249244205576086,0.11531595858621921,1.2393343274771644
马克.雅可布香水,Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,0.03140745717164931,0.19458896982310095,1.2391259105098855
Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,马克.雅可布香水,0.03140745717164931,0.2,1.2391259105098855
迪奥香水,"安娜苏香水, 博士淡香水",0.024689284514612025,0.08718861209964412,1.2389522588097401
"安娜苏香水, 博士淡香水",迪奥香水,0.024689284514612025,0.35083532219570407,1.2389522588097401
祖玛珑香水,"安娜苏香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",0.024017467248908297,0.08486646884272998,1.2384680281608194
"安娜苏香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",祖玛珑香水,0.024017467248908297,0.35049019607843135,1.2384680281608191
"安娜苏香水, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货)",兰蔻香水,0.02267383271750084,0.3506493506493507,1.2382955123168646
兰蔻香水,"安娜苏香水, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货)",0.02267383271750084,0.08007117437722419,1.2382955123168646
"卡文克莱香水, 阿玛尼Gio寄情水男士淡香水 50ML",祖玛珑香水,0.028720188108834397,0.35040983606557374,1.2381840735515883
祖玛珑香水,"卡文克莱香水, 阿玛尼Gio寄情水男士淡香水 50ML",0.028720188108834397,0.10148367952522255,1.2381840735515883
迪奥香水,"卡文克莱香水, 博士淡香水",0.029559959690964057,0.10438908659549227,1.2381127920110777
"卡文克莱香水, 博士淡香水",迪奥香水,0.029559959690964057,0.35059760956175295,1.2381127920110777
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,马克.雅可布香水,0.03123950285522338,0.19978517722878628,1.2377949481999933
马克.雅可布香水,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.03123950285522338,0.1935483870967742,1.237794948199993
普拉达香水,"卡文克莱香水, 祖玛珑香水",0.02720859926100101,0.18000000000000002,1.237551963048499
"卡文克莱香水, 祖玛珑香水",普拉达香水,0.02720859926100101,0.18706697459584298,1.237551963048499
专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,"卡文克莱香水, 祖玛珑香水",0.028720188108834397,0.18,1.2375519630484988
"卡文克莱香水, 祖玛珑香水",专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,0.028720188108834397,0.197459584295612,1.2375519630484988
香奈儿可可小姐淡香水（瓶装）,博柏利香水,0.05525697010413168,0.35376344086021505,1.2375484881796242
博柏利香水,香奈儿可可小姐淡香水（瓶装）,0.05525697010413168,0.1933019976498237,1.237548488179624
菲拉格慕香水,"安娜苏香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",0.0235136042996305,0.08479709267110842,1.2374556121661264
"安娜苏香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",菲拉格慕香水,0.0235136042996305,0.3431372549019608,1.2374556121661264
Dior迪奥真我香水女士 -100ml淡香水EDT,"卡文克莱香水, 祖玛珑香水",0.029559959690964057,0.17995910020449896,1.237270765147329
"卡文克莱香水, 祖玛珑香水",Dior迪奥真我香水女士 -100ml淡香水EDT,0.029559959690964057,0.20323325635103925,1.237270765147329
"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 安娜苏香水",菲拉格慕香水,0.023681558616056433,0.3430656934306569,1.237197540088511
菲拉格慕香水,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 安娜苏香水",0.023681558616056433,0.08540278619018776,1.2371975400885107
宝格丽女士香水, CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,0.03107154853879745,0.1915113871635611,1.2367232095139293
 CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,宝格丽女士香水,0.03107154853879745,0.20065075921908893,1.2367232095139291
迪奥Dior香水 真我女士浓香100ML,博士淡香水,0.031575411488075245,0.19936373276776248,1.2364704842700602
博士淡香水,迪奥Dior香水 真我女士浓香100ML,0.031575411488075245,0.19583333333333333,1.23647048427006
安娜苏香水,"卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",0.040309035942223716,0.105866784296427,1.235942811178287
"卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",安娜苏香水,0.040309035942223716,0.47058823529411764,1.2359428111782869
"迪奥香水, 祖玛珑香水",安娜苏香水,0.04299630500503863,0.4705882352941176,1.2359428111782869
安娜苏香水,"迪奥香水, 祖玛珑香水",0.04299630500503863,0.1129245699161888,1.2359428111782869
专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,"卡文克莱香水, 菲拉格慕香水",0.0282163251595566,0.1768421052631579,1.235819125277984
"卡文克莱香水, 菲拉格慕香水",专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,0.0282163251595566,0.1971830985915493,1.2358191252779838
Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中,"卡文克莱香水, 博柏利香水",0.03073563990594558,0.1884654994850669,1.2358189250375422
"卡文克莱香水, 博柏利香水",Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中,0.03073563990594558,0.20154185022026427,1.2358189250375422
【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml,0.02905609674168626,0.19031903190319036,1.2357246629788392
