客户ID,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
C999993865741,2,15,7969.81,531.3206666666667,11,5.0,4,3,4,434,11
C999993865752,46,6,5295.64,882.6066666666667,6,1.0,3,1,3,313,7
C999993865763,44,9,4698.47,522.0522222222222,9,2.0,3,2,3,323,8
C999993865774,173,3,1499.1,499.7,3,0.0,1,1,1,111,3
C999993865785,20,15,7129.33,475.28866666666664,13,2.0,4,3,4,434,11
C999993865796,21,20,8624.380000000001,431.21900000000005,16,1.0,4,4,4,444,12
C999993865809,84,6,2375.4,395.90000000000003,4,0.0,2,1,2,212,5
C999993865810,40,6,1740.22,290.0366666666667,6,0.0,3,1,1,311,5
C999993865821,7,9,4327.53,480.83666666666664,7,1.0,4,2,3,423,9
C999993865832,48,20,10728.19,536.4095,17,2.0,3,4,4,344,11
C999993865843,419,3,1284.35,428.1166666666666,3,0.0,1,1,1,111,3
C999993865854,84,6,2761.4500000000003,460.24166666666673,5,1.0,2,1,2,212,5
C999993865865,118,15,7224.37,481.62466666666666,12,2.0,1,3,4,134,8
C999993865876,47,12,4459.53,371.6275,10,6.0,3,3,3,333,9
C999993865887,47,9,3836.38,426.26444444444445,8,2.0,3,2,3,323,8
C999993865898,46,18,10005.04,555.8355555555556,16,1.0,3,4,4,344,11
C999993865901,341,6,1387.0400000000002,231.17333333333337,5,1.0,1,1,1,111,3
C999993865912,42,9,4028.9700000000003,447.66333333333336,8,1.0,3,2,3,323,8
C999993865923,12,9,5709.44,634.3822222222221,8,4.0,4,2,3,423,9
C999993865934,38,9,4319.09,479.8988888888889,9,0.0,3,2,3,323,8
C999993865945,1,9,4457.9,495.3222222222222,9,0.0,4,2,3,423,9
C999993865956,13,9,2879.94,319.99333333333334,9,1.0,4,2,2,422,8
C999993865967,194,9,2628.65,292.07222222222225,8,3.0,1,2,2,122,5
C999993865978,153,12,3810.75,317.5625,10,1.0,1,3,3,133,7
C999993865989,107,15,9701.65,646.7766666666666,13,1.0,2,3,4,234,9
C999993865990,162,6,5150.1,858.35,4,1.0,1,1,3,113,5
C999993866007,60,9,4450.23,494.46999999999997,8,0.0,2,2,3,223,7
C999993866018,46,3,1297.19,432.3966666666667,3,0.0,3,1,1,311,5
C999993866029,74,15,9272.86,618.1906666666667,13,0.0,2,3,4,234,9
C999993866030,67,20,8394.62,419.73100000000005,17,5.0,2,4,4,244,10
C999993866041,80,6,2274.14,379.0233333333333,5,0.0,2,1,1,211,4
C999993866052,160,6,4437.28,739.5466666666666,6,2.0,1,1,3,113,5
C999993866063,71,9,5891.18,654.5755555555556,8,0.0,2,2,3,223,7
C999993866074,69,20,10611.09,530.5545,16,4.0,2,4,4,244,10
C999993866085,10,3,755.62,251.87333333333333,3,0.0,4,1,1,411,6
C999993866096,104,6,3142.99,523.8316666666666,6,1.0,2,1,2,212,5
C999993866109,85,15,8131.07,542.0713333333333,14,3.0,2,3,4,234,9
C999993866110,105,12,7664.98,638.7483333333333,12,1.0,2,3,4,234,9
C999993866121,86,9,4360.39,484.4877777777778,8,1.0,2,2,3,223,7
C999993866132,21,18,11430.21,635.0116666666667,16,0.0,4,4,4,444,12
C999993866143,55,6,3189.79,531.6316666666667,6,0.0,2,1,2,212,5
C999993866154,247,3,1872.33,624.11,3,0.0,1,1,1,111,3
C999993866165,232,3,1680.67,560.2233333333334,3,0.0,1,1,1,111,3
C999993866176,258,3,1224.26,408.08666666666664,3,1.0,1,1,1,111,3
C999993866187,15,3,1177.77,392.59,3,0.0,4,1,1,411,6
C999993866198,189,3,1061.8700000000001,353.9566666666667,2,0.0,1,1,1,111,3
C999993866201,56,3,1466.1,488.7,3,0.0,2,1,1,211,4
C999993866212,30,3,1891.5200000000002,630.5066666666668,3,1.0,3,1,1,311,5
C999993866223,46,3,2542.01,847.3366666666667,3,0.0,3,1,2,312,6
C999993866234,20,12,7291.0599999999995,607.5883333333333,10,2.0,4,3,4,434,11
C999993866245,14,15,7775.860000000001,518.3906666666667,12,2.0,4,3,4,434,11
C999993866256,128,6,3235.35,539.225,5,1.0,1,1,2,112,4
C999993866267,61,9,4244.94,471.65999999999997,8,1.0,2,2,3,223,7
C999993866278,221,3,942.0,314.0,3,0.0,1,1,1,111,3
C999993866289,51,15,10375.65,691.7099999999999,12,1.0,3,3,4,334,10
C999993866290,81,20,12436.42,621.821,17,1.0,2,4,4,244,10
C999993866303,187,6,3230.7599999999998,538.4599999999999,6,0.0,1,1,2,112,4
C999993866314,13,6,3271.96,545.3266666666667,6,0.0,4,1,2,412,7
C999993866325,96,9,4522.13,502.4588888888889,8,0.0,2,2,3,223,7
C999993866336,11,20,10877.14,543.857,16,2.0,4,4,4,444,12
C999993866347,49,3,739.5899999999999,246.52999999999997,3,0.0,3,1,1,311,5
C999993866358,32,6,1670.25,278.375,6,0.0,3,1,1,311,5
C999993866369,13,15,8770.05,584.67,14,3.0,4,3,4,434,11
C999993866370,4,12,7700.13,641.6775,10,0.0,4,3,4,434,11
C999993866381,27,9,3679.81,408.86777777777775,7,1.0,3,2,3,323,8
C999993866392,4,18,7355.31,408.62833333333333,13,1.0,4,4,4,444,12
C999993866405,29,6,3404.7200000000003,567.4533333333334,6,0.0,3,1,2,312,6
C999993866416,92,6,2759.92,459.9866666666667,6,1.0,2,1,2,212,5
C999993866427,6,6,1908.68,318.11333333333334,6,0.0,4,1,1,411,6
C999993866438,76,6,2191.23,365.205,6,0.0,2,1,1,211,4
C999993866449,50,6,3584.62,597.4366666666666,6,3.0,3,1,2,312,6
C999993866450,13,6,1815.01,302.50166666666667,6,2.0,4,1,1,411,6
C999993866461,163,6,2472.62,412.1033333333333,6,0.0,1,1,2,112,4
C999993866472,176,6,1327.73,221.28833333333333,6,1.0,1,1,1,111,3
C999993866483,17,12,5034.42,419.535,11,2.0,4,3,3,433,10
C999993866494,46,15,5158.25,343.8833333333333,13,2.0,3,3,3,333,9
C999993866507,46,6,4215.05,702.5083333333333,5,1.0,3,1,3,313,7
C999993866518,19,9,5977.0199999999995,664.1133333333332,8,2.0,4,2,4,424,10
C999993866529,408,3,1887.3200000000002,629.1066666666667,3,1.0,1,1,1,111,3
C999993866530,48,15,7214.22,480.94800000000004,13,2.0,3,3,4,334,10
C999993866541,47,20,8730.15,436.5075,18,1.0,3,4,4,344,11
C999993866552,17,6,1480.6100000000001,246.76833333333335,6,1.0,4,1,1,411,6
C999993866563,159,6,4157.74,692.9566666666666,6,2.0,1,1,3,113,5
C999993866574,48,9,4563.59,507.0655555555556,8,0.0,3,2,3,323,8
C999993866585,8,20,12362.59,618.1295,17,5.0,4,4,4,444,12
C999993866596,88,3,2160.69,720.23,3,2.0,2,1,1,211,4
C999993866608,72,6,3874.69,645.7816666666666,6,1.0,2,1,3,213,6
C999993866619,13,15,9058.33,603.8886666666666,13,2.0,4,3,4,434,11
C999993866620,36,12,4394.8,366.23333333333335,11,1.0,3,3,3,333,9
C999993866631,101,9,4211.21,467.9122222222222,9,2.0,2,2,3,223,7
C999993866642,27,18,7041.44,391.19111111111107,15,1.0,3,4,4,344,11
C999993866653,45,6,3072.29,512.0483333333333,6,0.0,3,1,2,312,6
C999993866664,88,6,2486.03,414.33833333333337,6,1.0,2,1,2,212,5
C999993866675,157,6,3845.7400000000002,640.9566666666667,5,0.0,1,1,3,113,5
C999993866686,50,6,3856.2,642.6999999999999,6,2.0,3,1,3,313,7
C999993866697,187,6,1705.69,284.2816666666667,6,0.0,1,1,1,111,3
C999993866700,47,6,3556.2999999999997,592.7166666666666,5,1.0,3,1,2,312,6
C999993866711,0,6,1555.01,259.16833333333335,5,0.0,4,1,1,411,6
C999993866722,108,6,2845.29,474.215,6,0.0,2,1,2,212,5
C999993866733,19,6,2437.93,406.32166666666666,6,0.0,4,1,2,412,7
C999993866744,43,6,2650.3,441.7166666666667,6,1.0,3,1,2,312,6
C999993866755,11,6,3934.9800000000005,655.83,6,2.0,4,1,3,413,8
C999993866766,170,12,5556.8,463.06666666666666,11,0.0,1,3,3,133,7
C999993866777,4,15,5059.43,337.29533333333336,11,6.0,4,3,3,433,10
C999993866788,273,6,2455.58,409.2633333333333,6,3.0,1,1,2,112,4
C999993866799,46,9,3469.43,385.4922222222222,9,0.0,3,2,2,322,7
C999993866802,34,3,1381.38,460.46000000000004,3,0.0,3,1,1,311,5
C999993866813,100,15,6334.32,422.28799999999995,12,2.0,2,3,4,234,9
C999993866824,67,20,8780.8,439.03999999999996,17,2.0,2,4,4,244,10
C999993866835,181,6,1824.42,304.07,6,1.0,1,1,1,111,3
C999993866846,45,6,3626.77,604.4616666666667,6,1.0,3,1,2,312,6
C999993866857,48,9,3548.39,394.2655555555555,9,1.0,3,2,2,322,7
C999993866868,14,20,10070.37,503.5185,15,3.0,4,4,4,444,12
C999993866879,133,3,1886.39,628.7966666666667,3,0.0,1,1,1,111,3
C999993866880,37,6,2342.28,390.38000000000005,5,2.0,3,1,1,311,5
C999993866891,19,15,11519.3,767.9533333333333,13,1.0,4,3,4,434,11
C999993866904,13,12,5548.99,462.4158333333333,7,1.0,4,3,3,433,10
C999993866915,98,9,5355.61,595.0677777777778,9,2.0,2,2,3,223,7
C999993866926,140,18,10381.86,576.77,17,1.0,1,4,4,144,9
C999993866937,204,6,3493.0299999999997,582.1716666666666,6,2.0,1,1,2,112,4
C999993866948,3,6,2074.74,345.78999999999996,5,0.0,4,1,1,411,6
C999993866959,307,6,2146.33,357.72166666666664,4,0.0,1,1,1,111,3
C999993866960,8,6,3462.05,577.0083333333333,5,1.0,4,1,2,412,7
C999993866971,88,6,4855.75,809.2916666666666,5,0.0,2,1,3,213,6
C999993866982,224,6,2253.9700000000003,375.6616666666667,6,3.0,1,1,1,111,3
C999993866993,12,6,2316.2200000000003,386.0366666666667,6,2.0,4,1,1,411,6
C999993867001,21,6,2746.2,457.7,6,0.0,4,1,2,412,7
C999993867012,67,6,1499.79,249.965,5,0.0,2,1,1,211,4
C999993867023,183,6,4203.8099999999995,700.6349999999999,6,1.0,1,1,3,113,5
C999993867034,28,12,7529.43,627.4525,11,2.0,3,3,4,334,10
C999993867045,35,15,6040.6900000000005,402.7126666666667,14,0.0,3,3,4,334,10
C999993867056,0,6,2695.2200000000003,449.2033333333334,6,0.0,4,1,2,412,7
C999993867067,43,9,4406.83,489.6477777777778,9,1.0,3,2,3,323,8
C999993867078,112,3,742.5899999999999,247.52999999999997,3,0.0,2,1,1,211,4
C999993867089,39,15,7014.9800000000005,467.66533333333336,12,3.0,3,3,4,334,10
C999993867090,26,20,13984.89,699.2445,16,2.0,3,4,4,344,11
C999993867103,264,6,2219.08,369.84666666666664,5,2.0,1,1,1,111,3
C999993867114,22,6,3613.4,602.2333333333333,5,0.0,3,1,2,312,6
C999993867125,2,9,4395.42,488.38,9,2.0,4,2,3,423,9
C999993867136,23,20,7896.15,394.8075,16,0.0,3,4,4,344,11
C999993867147,290,3,840.06,280.02,2,0.0,1,1,1,111,3
C999993867158,11,6,2371.2799999999997,395.2133333333333,6,1.0,4,1,1,411,6
C999993867169,22,15,5276.98,351.79866666666663,13,4.0,3,3,3,333,9
C999993867170,20,12,3362.77,280.23083333333335,11,1.0,4,3,2,432,9
C999993867181,37,9,5158.77,573.1966666666667,9,1.0,3,2,3,323,8
C999993867192,110,18,5938.71,329.92833333333334,16,3.0,2,4,4,244,10
C999993867205,35,6,3661.5699999999997,610.2616666666667,6,0.0,3,1,3,313,7
C999993867216,32,3,1989.28,663.0933333333334,3,0.0,3,1,1,311,5
C999993867227,222,3,1106.98,368.99333333333334,3,0.0,1,1,1,111,3
C999993867238,4,12,4180.51,348.37583333333333,10,1.0,4,3,3,433,10
C999993867249,21,15,6681.01,445.40066666666667,13,3.0,4,3,4,434,11
C999993867250,118,6,4961.26,826.8766666666667,6,0.0,1,1,3,113,5
C999993867261,30,9,7031.19,781.2433333333333,8,0.0,3,2,4,324,9
C999993867272,48,3,847.89,282.63,3,0.0,3,1,1,311,5
C999993867283,1,15,6786.98,452.4653333333333,13,0.0,4,3,4,434,11
C999993867294,10,20,9248.25,462.4125,16,1.0,4,4,4,444,12
C999993867307,14,6,3144.63,524.105,6,0.0,4,1,2,412,7
C999993867318,113,6,3478.21,579.7016666666667,6,0.0,2,1,2,212,5
C999993867329,153,9,5991.85,665.7611111111112,9,3.0,1,2,4,124,7
C999993867330,48,20,8698.26,434.913,19,1.0,3,4,4,344,11
C999993867341,240,3,1913.77,637.9233333333333,3,1.0,1,1,1,111,3
C999993867352,351,6,2836.73,472.78833333333336,4,0.0,1,1,2,112,4
C999993867363,7,15,7201.62,480.108,14,3.0,4,3,4,434,11
C999993867374,22,12,8396.42,699.7016666666667,11,0.0,3,3,4,334,10
C999993867385,131,9,4040.52,448.94666666666666,9,0.0,1,2,3,123,6
C999993867396,57,18,7157.16,397.62,16,2.0,2,4,4,244,10
C999993867409,49,6,2661.86,443.6433333333334,6,0.0,3,1,2,312,6
C999993867410,242,3,1146.15,382.05,3,2.0,1,1,1,111,3
C999993867421,329,3,2325.8,775.2666666666668,3,1.0,1,1,1,111,3
C999993867432,151,3,1897.4299999999998,632.4766666666666,3,1.0,1,1,1,111,3
C999993867443,421,3,2277.08,759.0266666666666,3,0.0,1,1,1,111,3
C999993867454,14,3,2816.64,938.88,3,1.0,4,1,2,412,7
C999993867465,297,3,987.32,329.1066666666667,3,0.0,1,1,1,111,3
C999993867476,387,3,1194.1799999999998,398.05999999999995,3,1.0,1,1,1,111,3
C999993867487,258,3,2124.39,708.13,3,1.0,1,1,1,111,3
C999993867498,267,3,997.0699999999999,332.3566666666666,3,1.0,1,1,1,111,3
C999993867501,22,12,4619.74,384.9783333333333,10,1.0,3,3,3,333,9
C999993867512,17,15,10007.94,667.196,11,3.0,4,3,4,434,11
C999993867523,6,6,4038.8999999999996,673.15,6,1.0,4,1,3,413,8
C999993867534,99,9,5754.07,639.3411111111111,9,0.0,2,2,3,223,7
C999993867545,106,3,350.33,116.77666666666666,2,0.0,2,1,1,211,4
C999993867556,17,15,7941.66,529.444,13,2.0,4,3,4,434,11
C999993867567,19,20,12610.58,630.529,14,4.0,4,4,4,444,12
C999993867578,27,6,2412.4700000000003,402.0783333333334,6,1.0,3,1,2,312,6
C999993867589,70,6,3246.43,541.0716666666666,5,0.0,2,1,2,212,5
C999993867590,65,9,5152.25,572.4722222222222,9,0.0,2,2,3,223,7
C999993867602,13,20,9090.51,454.5255,18,1.0,4,4,4,444,12
C999993867613,13,3,2324.8300000000004,774.9433333333335,3,0.0,4,1,1,411,6
C999993867624,27,6,3428.1800000000003,571.3633333333333,6,2.0,3,1,2,312,6
C999993867635,51,15,6554.76,436.98400000000004,13,3.0,3,3,4,334,10
C999993867646,9,12,8923.27,743.6058333333334,11,2.0,4,3,4,434,11
C999993867657,52,9,5779.02,642.1133333333333,9,0.0,3,2,3,323,8
C999993867668,75,18,8219.18,456.62111111111113,15,1.0,2,4,4,244,10
C999993867679,95,6,3253.9300000000003,542.3216666666667,6,0.0,2,1,2,212,5
C999993867680,53,6,2262.89,377.1483333333333,5,0.0,3,1,1,311,5
C999993867691,138,6,3356.74,559.4566666666666,6,1.0,1,1,2,112,4
C999993867704,180,6,1306.84,217.80666666666664,5,2.0,1,1,1,111,3
C999993867715,116,6,3144.5,524.0833333333334,6,0.0,1,1,2,112,4
C999993867726,37,6,3897.06,649.51,6,0.0,3,1,3,313,7
C999993867737,153,6,3505.3700000000003,584.2283333333334,6,1.0,1,1,2,112,4
C999993867748,202,6,4537.38,756.23,5,0.0,1,1,3,113,5
C999993867759,207,6,3093.14,515.5233333333333,6,2.0,1,1,2,112,4
C999993867760,17,6,2042.08,340.34666666666664,6,0.0,4,1,1,411,6
C999993867771,156,6,3604.6400000000003,600.7733333333334,6,1.0,1,1,2,112,4
C999993867782,20,6,1685.1599999999999,280.85999999999996,5,1.0,4,1,1,411,6
C999993867793,42,12,4911.51,409.2925,12,3.0,3,3,3,333,9
C999993867806,56,15,8165.95,544.3966666666666,14,3.0,2,3,4,234,9
C999993867817,42,6,3520.43,586.7383333333333,6,2.0,3,1,2,312,6
C999993867828,131,9,2900.42,322.2688888888889,8,2.0,1,2,2,122,5
C999993867839,56,3,1106.71,368.90333333333336,3,0.0,2,1,1,211,4
C999993867840,42,15,8301.83,553.4553333333333,11,0.0,3,3,4,334,10
C999993867851,37,20,11489.27,574.4635000000001,17,2.0,3,4,4,344,11
C999993867862,126,6,2731.9300000000003,455.3216666666667,6,1.0,1,1,2,112,4
C999993867873,123,6,3580.79,596.7983333333333,6,0.0,1,1,2,112,4
C999993867884,51,9,3996.9300000000003,444.10333333333335,8,0.0,3,2,3,323,8
C999993867895,25,20,10425.9,521.295,18,0.0,3,4,4,344,11
C999993867908,86,3,1185.0900000000001,395.03000000000003,3,0.0,2,1,1,211,4
C999993867919,4,6,3467.4700000000003,577.9116666666667,6,1.0,4,1,2,412,7
C999993867920,13,15,7126.94,475.1293333333333,12,2.0,4,3,4,434,11
C999993867931,23,12,6596.95,549.7458333333333,12,0.0,3,3,4,334,10
C999993867942,37,9,6209.1,689.9000000000001,8,2.0,3,2,4,324,9
C999993867953,2,18,8867.85,492.65833333333336,16,0.0,4,4,4,444,12
C999993867964,33,6,4602.77,767.1283333333334,6,3.0,3,1,3,313,7
C999993867975,294,6,2163.71,360.61833333333334,6,1.0,1,1,1,111,3
C999993867986,22,6,2934.35,489.05833333333334,6,1.0,3,1,2,312,6
C999993867997,4,6,2104.01,350.66833333333335,6,0.0,4,1,1,411,6
C999993868005,171,6,3368.33,561.3883333333333,6,2.0,1,1,2,112,4
C999993868016,87,6,1957.3600000000001,326.2266666666667,6,0.0,2,1,1,211,4
C999993868027,148,6,2936.96,489.49333333333334,6,2.0,1,1,2,112,4
C999993868038,10,12,5966.43,497.20250000000004,12,5.0,4,3,4,434,11
C999993868049,9,15,6303.76,420.2506666666667,13,1.0,4,3,4,434,11
C999993868050,40,6,3179.7999999999997,529.9666666666666,6,0.0,3,1,2,312,6
C999993868061,57,9,5281.91,586.8788888888889,9,0.0,2,2,3,223,7
C999993868072,212,3,1911.24,637.08,3,2.0,1,1,1,111,3
C999993868083,8,15,7101.42,473.428,12,2.0,4,3,4,434,11
C999993868094,10,20,8177.84,408.892,17,3.0,4,4,4,444,12
C999993868107,207,6,2775.87,462.645,6,2.0,1,1,2,112,4
C999993868118,128,6,3000.86,500.1433333333334,6,1.0,1,1,2,112,4
C999993868129,156,9,4081.3999999999996,453.4888888888888,9,2.0,1,2,3,123,6
C999993868130,13,20,10577.89,528.8945,19,2.0,4,4,4,444,12
C999993868141,58,3,1257.24,419.08,3,0.0,2,1,1,211,4
C999993868152,41,6,2231.0699999999997,371.84499999999997,6,1.0,3,1,1,311,5
C999993868163,17,15,7921.69,528.1126666666667,12,2.0,4,3,4,434,11
C999993868174,10,12,7531.27,627.6058333333334,12,0.0,4,3,4,434,11
C999993868185,15,9,5919.26,657.6955555555555,9,0.0,4,2,4,424,10
C999993868196,29,18,8152.11,452.895,13,2.0,3,4,4,344,11
C999993868209,45,6,2428.37,404.7283333333333,6,0.0,3,1,2,312,6
C999993868210,60,6,2901.7200000000003,483.62000000000006,6,1.0,2,1,2,212,5
C999993868221,30,6,2945.1000000000004,490.8500000000001,6,0.0,3,1,2,312,6
C999993868232,59,6,1877.06,312.8433333333333,6,1.0,2,1,1,211,4
C999993868243,40,6,1649.6100000000001,274.935,6,0.0,3,1,1,311,5
C999993868254,152,6,2282.15,380.35833333333335,6,0.0,1,1,1,111,3
C999993868265,35,6,3561.87,593.645,6,1.0,3,1,2,312,6
C999993868276,55,6,3957.39,659.5649999999999,6,0.0,2,1,3,213,6
C999993868287,63,6,2337.85,389.64166666666665,6,1.0,2,1,1,211,4
C999993868298,100,6,2848.45,474.7416666666666,6,0.0,2,1,2,212,5
C999993868301,153,12,5625.76,468.81333333333333,10,2.0,1,3,3,133,7
C999993868312,44,15,9711.98,647.4653333333333,11,3.0,3,3,4,334,10
C999993868323,43,6,2586.17,431.02833333333336,6,1.0,3,1,2,312,6
C999993868334,34,9,5512.6,612.5111111111112,7,1.0,3,2,3,323,8
C999993868345,55,3,1010.96,336.9866666666667,3,1.0,2,1,1,211,4
C999993868356,2,15,7649.15,509.9433333333333,12,1.0,4,3,4,434,11
C999993868367,14,20,10612.97,530.6485,15,5.0,4,4,4,444,12
C999993868378,6,6,4466.46,744.41,6,1.0,4,1,3,413,8
C999993868389,167,6,3234.39,539.0649999999999,6,1.0,1,1,2,112,4
C999993868390,119,9,3185.16,353.90666666666664,8,2.0,1,2,2,122,5
C999993868403,19,20,10675.21,533.7605,16,1.0,4,4,4,444,12
C999993868414,391,3,2375.83,791.9433333333333,3,0.0,1,1,2,112,4
C999993868425,35,6,2778.79,463.13166666666666,6,0.0,3,1,2,312,6
C999993868436,32,15,6975.5,465.03333333333336,14,2.0,3,3,4,334,10
C999993868447,28,12,3371.46,280.955,12,2.0,3,3,2,332,8
C999993868458,20,9,4270.57,474.50777777777773,8,1.0,4,2,3,423,9
C999993868469,21,18,10101.39,561.1883333333333,13,3.0,4,4,4,444,12
C999993868470,186,6,3450.5299999999997,575.0883333333333,4,1.0,1,1,2,112,4
C999993868481,155,3,1685.76,561.92,3,0.0,1,1,1,111,3
C999993868492,60,3,2028.4199999999998,676.14,3,0.0,2,1,1,211,4
C999993868505,251,3,1256.1699999999998,418.7233333333333,3,0.0,1,1,1,111,3
C999993868516,80,3,1083.62,361.20666666666665,3,0.0,2,1,1,211,4
C999993868527,149,3,2136.54,712.18,3,0.0,1,1,1,111,3
C999993868538,115,3,1045.53,348.51,3,0.0,2,1,1,211,4
C999993868549,23,3,2064.3,688.1,3,0.0,3,1,1,311,5
C999993868550,117,3,2634.27,878.09,3,0.0,1,1,2,112,4
C999993868561,41,3,2408.9700000000003,802.9900000000001,3,0.0,3,1,2,312,6
C999993868572,83,12,6180.43,515.0358333333334,10,0.0,2,3,4,234,9
C999993868583,51,15,14013.74,934.2493333333333,13,2.0,3,3,4,334,10
C999993868594,2,6,4000.5899999999997,666.765,5,1.0,4,1,3,413,8
C999993868606,160,9,4649.57,516.6188888888888,8,1.0,1,2,3,123,6
C999993868617,25,3,1341.1399999999999,447.0466666666666,3,0.0,3,1,1,311,5
C999993868628,51,15,8135.05,542.3366666666667,14,2.0,3,3,4,334,10
C999993868639,49,20,8884.16,444.20799999999997,17,3.0,3,4,4,344,11
C999993868640,49,6,4114.94,685.8233333333333,6,0.0,3,1,3,313,7
C999993868651,26,6,3935.45,655.9083333333333,5,2.0,3,1,3,313,7
C999993868662,11,9,2995.79,332.86555555555555,7,0.0,4,2,2,422,8
C999993868673,26,20,13157.18,657.859,19,0.0,3,4,4,344,11
C999993868684,1,3,2038.57,679.5233333333333,3,0.0,4,1,1,411,6
C999993868695,46,6,2771.6,461.93333333333334,6,0.0,3,1,2,312,6
C999993868708,47,15,6594.89,439.65933333333334,10,1.0,3,3,4,334,10
C999993868719,102,12,5053.77,421.14750000000004,11,4.0,2,3,3,233,8
C999993868720,27,9,3166.5699999999997,351.8411111111111,8,1.0,3,2,2,322,7
C999993868731,22,18,9904.08,550.2266666666667,18,2.0,3,4,4,344,11
C999993868742,1,6,2186.1499999999996,364.3583333333333,6,0.0,4,1,1,411,6
C999993868753,30,6,2201.12,366.8533333333333,6,0.0,3,1,1,311,5
C999993868764,107,6,2539.6,423.26666666666665,6,1.0,2,1,2,212,5
C999993868775,176,6,5392.95,898.8249999999999,6,0.0,1,1,3,113,5
C999993868786,131,6,4372.8,728.8000000000001,5,1.0,1,1,3,113,5
C999993868797,168,6,3451.34,575.2233333333334,6,1.0,1,1,2,112,4
C999993868800,181,6,2255.13,375.855,6,0.0,1,1,1,111,3
C999993868811,42,6,1767.8000000000002,294.6333333333334,6,1.0,3,1,1,311,5
C999993868822,48,6,3411.9300000000003,568.6550000000001,6,0.0,3,1,2,312,6
C999993868833,56,12,4995.05,416.25416666666666,12,1.0,2,3,3,233,8
C999993868844,0,15,4965.07,331.00466666666665,11,2.0,4,3,3,433,10
C999993868855,10,6,4014.8900000000003,669.1483333333334,6,0.0,4,1,3,413,8
C999993868866,80,9,3814.58,423.84222222222223,8,0.0,2,2,3,223,7
C999993868877,166,3,634.6800000000001,211.56000000000003,3,1.0,1,1,1,111,3
C999993868888,9,15,6831.09,455.406,13,2.0,4,3,4,434,11
C999993868899,98,20,9054.37,452.71850000000006,18,3.0,2,4,4,244,10
C999993868902,69,6,2281.62,380.27,5,0.0,2,1,1,211,4
C999993868913,94,6,2102.73,350.455,5,1.0,2,1,1,211,4
C999993868924,58,9,5184.91,576.1011111111111,9,2.0,2,2,3,223,7
C999993868935,47,20,12091.44,604.572,16,2.0,3,4,4,344,11
C999993868946,115,3,1290.29,430.09666666666664,3,0.0,2,1,1,211,4
C999993868957,22,6,1927.31,321.2183333333333,6,1.0,3,1,1,311,5
C999993868968,63,15,5076.04,338.4026666666667,13,6.0,2,3,3,233,8
C999993868979,3,12,5357.31,446.44250000000005,12,1.0,4,3,3,433,10
C999993868980,115,9,4852.9800000000005,539.22,9,0.0,2,2,3,223,7
C999993868991,81,18,8449.59,469.4216666666667,16,3.0,2,4,4,244,10
C999993869008,30,6,2693.69,448.9483333333333,6,2.0,3,1,2,312,6
C999993869019,62,6,3185.83,530.9716666666667,5,1.0,2,1,2,212,5
C999993869020,3,6,2923.37,487.2283333333333,6,0.0,4,1,2,412,7
C999993869031,19,6,2729.6400000000003,454.94000000000005,6,0.0,4,1,2,412,7
C999993869042,2,6,2938.15,489.69166666666666,6,0.0,4,1,2,412,7
C999993869053,5,6,2628.05,438.0083333333334,4,1.0,4,1,2,412,7
C999993869064,3,6,3357.48,559.58,6,0.0,4,1,2,412,7
C999993869075,11,6,4083.18,680.53,6,0.0,4,1,3,413,8
C999993869086,268,6,2633.9,438.98333333333335,5,4.0,1,1,2,112,4
C999993869097,31,12,7683.39,640.2825,11,1.0,3,3,4,334,10
C999993869100,19,15,8540.470000000001,569.3646666666667,12,1.0,4,3,4,434,11
C999993869111,106,6,2204.9,367.48333333333335,5,0.0,2,1,1,211,4
C999993869122,86,9,4318.8,479.8666666666667,7,1.0,2,2,3,223,7
C999993869133,80,3,2873.48,957.8266666666667,3,0.0,2,1,2,212,5
C999993869144,8,15,8223.960000000001,548.264,14,2.0,4,3,4,434,11
C999993869155,43,20,9660.45,483.02250000000004,18,0.0,3,4,4,344,11
C999993869166,112,6,2181.1800000000003,363.53000000000003,6,0.0,2,1,1,211,4
C999993869177,96,6,5120.69,853.4483333333333,6,2.0,2,1,3,213,6
C999993869188,44,9,3996.03,444.00333333333333,8,1.0,3,2,3,323,8
C999993869199,42,20,10716.23,535.8115,15,2.0,3,4,4,344,11
C999993869202,238,3,518.81,172.93666666666664,3,1.0,1,1,1,111,3
C999993869213,343,6,3895.1,649.1833333333333,5,1.0,1,1,3,113,5
C999993869224,67,15,5727.53,381.8353333333333,12,1.0,2,3,3,233,8
C999993869235,43,12,7300.8099999999995,608.4008333333333,11,2.0,3,3,4,334,10
C999993869246,74,9,3120.87,346.7633333333333,8,1.0,2,2,2,222,6
C999993869257,27,18,11941.87,663.4372222222223,15,2.0,3,4,4,344,11
C999993869268,58,6,3950.59,658.4316666666667,6,0.0,2,1,3,213,6
C999993869279,56,6,2451.16,408.52666666666664,6,2.0,2,1,2,212,5
C999993869280,27,6,2853.02,475.50333333333333,6,1.0,3,1,2,312,6
C999993869291,27,6,2837.46,472.91,6,1.0,3,1,2,312,6
C999993869304,95,6,3453.64,575.6066666666667,6,0.0,2,1,2,212,5
C999993869315,46,6,1980.38,330.06333333333333,5,1.0,3,1,1,311,5
