客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993886295,anon_S8565,男,27,已婚,山西,高中,C-普通客户,1160000,9,2023-03-19,395,6,3969.55,661.5916666666667,5,2.0,1,1,3,113,5,560
C999993886262,anon_S8562,女,24,未婚,安徽,本科,C-普通客户,1160000,1,2022-01-13,103,6,4424.030000000001,737.3383333333335,5,0.0,2,1,3,213,6,990
C999993878319,anon_S7769,女,35,未婚,福建,硕士及以上,C-普通客户,420000,10,2023-05-09,97,6,2359.31,393.2183333333333,6,1.0,2,1,1,211,4,509
C999993886217,anon_S8557,男,22,已婚,江西,本科,C-普通客户,1155750,0,2023-12-02,265,6,2473.16,412.1933333333333,6,1.0,1,1,2,112,4,302
C999993885270,anon_S8464,男,28,未婚,内蒙古,高中,C-普通客户,999000,10,2022-10-14,56,3,788.24,262.74666666666667,3,0.0,2,1,1,211,4,716
C999993885269,anon_S8463,女,22,未婚,甘肃,大专,C-普通客户,999000,2,2023-12-21,13,6,2831.76,471.96000000000004,6,2.0,4,1,2,412,7,283
C999993885258,anon_S8462,女,23,未婚,河北,大专,C-普通客户,999000,3,2022-04-24,8,18,8509.36,472.74222222222227,16,3.0,4,4,4,444,12,889
C999993895233,anon_S9452,男,21,未婚,上海,大专,C-普通客户,10000000,1,2023-04-25,42,6,1860.98,310.16333333333336,6,2.0,3,1,1,311,5,523
C999993873922,anon_S7331,男,19,已婚,山西,高中,C-普通客户,320000,1,2022-01-22,43,6,2363.16,393.85999999999996,6,0.0,3,1,1,311,5,981
C999993885087,anon_S8445,女,28,未婚,吉林,高中,C-普通客户,980000,10,2022-12-15,88,3,1864.6399999999999,621.5466666666666,3,0.0,2,1,1,211,4,654
C999993884935,anon_S8430,男,23,未婚,黑龙江,大专,C-普通客户,920160,3,2023-12-27,50,20,9031.36,451.56800000000004,18,4.0,3,4,4,344,11,277
C999993884924,anon_S8429,女,22,未婚,广东,大专,C-普通客户,920160,2,2023-11-14,62,9,5432.2300000000005,603.5811111111111,9,0.0,2,2,3,223,7,320
C999993884866,anon_S8423,女,23,未婚,辽宁,大专,C-普通客户,911960,3,2023-07-20,137,9,5413.17,601.4633333333334,9,0.0,1,2,3,123,6,437
C999993884855,anon_S8422,女,22,未婚,内蒙古,大专,C-普通客户,911960,2,2022-11-16,105,6,1895.09,315.8483333333333,5,0.0,2,1,1,211,4,683
C999993884811,anon_S8418,女,23,未婚,甘肃,大专,C-普通客户,909000,3,2022-05-06,109,3,1008.6,336.2,3,0.0,2,1,1,211,4,877
C999993884720,anon_S8409,男,22,未婚,海南,大专,C-普通客户,894700,2,2022-10-04,70,9,5612.63,623.6255555555556,7,1.0,2,2,3,223,7,726
C999993884538,anon_S8390,男,23,未婚,吉林,大专,C-普通客户,873000,3,2022-07-23,120,9,7003.820000000001,778.2022222222223,9,1.0,1,2,4,124,7,799
C999993884414,anon_S8378,男,22,未婚,四川,大专,C-普通客户,870000,2,2022-07-13,9,9,2611.88,290.2088888888889,7,1.0,4,2,2,422,8,809
C999993884130,anon_S8350,女,23,未婚,河北,大专,C-普通客户,840000,3,2023-11-12,106,6,1002.98,167.16333333333333,4,1.0,2,1,1,211,4,322
C999993883997,anon_S8336,男,28,未婚,江西,高中,C-普通客户,832000,10,2023-10-26,26,9,5919.04,657.6711111111111,7,0.0,3,2,4,324,9,339
C999993856011,anon_S5548,男,20,未婚,吉林,高中,C-普通客户,90000,2,2023-07-01,55,18,10750.04,597.2244444444445,14,0.0,2,4,4,244,10,456
C999993895153,anon_S9444,男,22,未婚,山西,大专,C-普通客户,9000000,2,2023-11-27,20,3,1300.3,433.43333333333334,3,0.0,4,1,1,411,6,307
C999993883646,anon_S8301,男,22,未婚,广东,大专,C-普通客户,775000,2,2022-10-13,440,6,2353.41,392.23499999999996,6,0.0,1,1,1,111,3,717
C999993883545,anon_S8291,女,22,未婚,吉林,大专,C-普通客户,765000,2,2022-02-26,99,9,6262.17,695.7966666666666,7,0.0,2,2,4,224,8,946
C999993883512,anon_S8288,男,23,未婚,江苏,大专,C-普通客户,765000,3,2022-10-30,132,6,1991.8400000000001,331.97333333333336,6,0.0,1,1,1,111,3,700
C999993883432,anon_S8280,女,28,未婚,河南,高中,C-普通客户,750000,10,2022-06-12,32,18,8445.67,469.2038888888889,17,4.0,3,4,4,344,11,840
C999993861441,anon_S6086,男,20,未婚,江苏,高中,C-普通客户,126084,2,2022-01-19,0,15,8347.54,556.5026666666668,15,1.0,4,3,4,434,11,984
C999993868797,anon_S6820,男,20,未婚,吉林,高中,C-普通客户,217958,2,2023-01-05,168,6,3451.34,575.2233333333334,6,1.0,1,1,2,112,4,633
C999993862659,anon_S6207,男,20,未婚,广西,高中,C-普通客户,142000,2,2022-09-21,3,12,6993.83,582.8191666666667,11,0.0,4,3,4,434,11,739
C999993861361,anon_S6078,男,20,未婚,湖南,高中,C-普通客户,124919,2,2022-04-23,45,15,10857.6,723.84,12,1.0,3,3,4,334,10,890
C999993896203,anon_S9549,女,28,已婚,江苏,高中,C-普通客户,14820000,10,2023-05-03,1,6,4435.09,739.1816666666667,5,1.0,4,1,3,413,8,515
C999993861350,anon_S6077,男,20,未婚,陕西,高中,C-普通客户,124919,2,2022-11-23,15,6,2547.54,424.59,6,0.0,4,1,2,412,7,676
C999993867793,anon_S6720,男,34,离异,天津,硕士及以上,C-普通客户,198939,9,2023-06-26,42,12,4911.51,409.2925,12,3.0,3,3,3,333,9,461
C999993896247,anon_S9553,男,25,已婚,河南,本科,C-普通客户,14820000,2,2023-10-09,85,6,4539.36,756.56,6,0.0,2,1,3,213,6,356
C999993896270,anon_S9556,男,27,未婚,安徽,高中,C-普通客户,14820000,9,2023-08-02,13,6,3341.4,556.9,5,0.0,4,1,2,412,7,424
C999993869064,anon_S6847,男,20,未婚,浙江,高中,C-普通客户,225000,2,2022-03-06,3,6,3357.48,559.58,6,0.0,4,1,2,412,7,938
C999993899996,anon_S9860,男,33,未婚,辽宁,高中,C-普通客户,3040000000,15,2022-10-19,23,20,7484.97,374.24850000000004,15,2.0,3,4,4,344,11,711
C999993895696,anon_S9498,男,27,已婚,山东,高中,C-普通客户,11920000,9,2022-01-25,339,3,2549.48,849.8266666666667,3,0.0,1,1,2,112,4,978
C999993867624,anon_S6703,男,34,未婚,天津,硕士及以上,C-普通客户,198655,9,2023-07-03,27,6,3428.1800000000003,571.3633333333333,6,2.0,3,1,2,312,6,454
C999993874381,anon_S7377,男,35,已婚,湖南,硕士及以上,C-普通客户,335000,10,2022-01-01,29,6,4075.06,679.1766666666666,6,2.0,3,1,3,313,7,1002
C999993854332,anon_S5382,男,19,未婚,广西,高中,C-普通客户,80660,1,2023-07-03,184,3,1136.77,378.92333333333335,3,0.0,1,1,1,111,3,454
C999993861258,anon_S6067,男,20,未婚,青海,高中,C-普通客户,124400,2,2022-05-21,24,6,2652.43,442.07166666666666,6,0.0,3,1,2,312,6,862
C999993896407,anon_S9569,女,26,未婚,甘肃,本科,C-普通客户,15000000,3,2023-10-10,140,6,1105.01,184.16833333333332,6,2.0,1,1,1,111,3,355
C999993896452,anon_S9574,男,23,未婚,上海,本科,C-普通客户,15000000,0,2022-07-07,147,6,2555.65,425.94166666666666,6,0.0,1,1,2,112,4,815
C999993871346,anon_S7074,男,20,未婚,陕西,高中,C-普通客户,260530,2,2022-05-08,85,12,8256.54,688.0450000000001,11,1.0,2,3,4,234,9,875
C999993859385,anon_S5881,男,30,未婚,山西,本科,C-普通客户,108000,7,2022-07-20,31,6,2547.85,424.64166666666665,5,0.0,3,1,2,312,6,802
C999993895947,anon_S9523,男,26,已婚,上海,本科,C-普通客户,12000000,3,2022-05-07,70,6,1349.18,224.86333333333334,6,0.0,2,1,1,211,4,876
C999993859443,anon_S5887,男,30,未婚,北京,本科,C-普通客户,108000,7,2022-09-14,21,6,4451.22,741.87,6,0.0,4,1,3,413,8,746
C999993857650,anon_S5712,男,20,未婚,福建,高中,C-普通客户,100032,2,2023-11-07,88,6,3478.06,579.6766666666666,6,0.0,2,1,2,212,5,327
C999993880838,anon_S8021,男,37,丧偶,广西,硕士及以上,C-普通客户,480000,12,2023-07-01,12,15,8279.81,551.9873333333333,14,0.0,4,3,4,434,11,456
C999993894524,anon_S9382,男,28,未婚,重庆,高中,C-普通客户,8400000,10,2022-07-13,11,12,8151.33,679.2775,10,0.0,4,3,4,434,11,809
C999993875782,anon_S7516,男,37,未婚,内蒙古,硕士及以上,C-普通客户,352058,12,2023-12-04,176,6,2559.88,426.6466666666667,6,0.0,1,1,2,112,4,300
C999993833162,anon_S3279,男,49,未婚,四川,硕士及以上,C-普通客户,46150,24,2022-04-14,13,20,10455.34,522.767,18,2.0,4,4,4,444,12,899
C999993859715,anon_S5913,男,30,未婚,上海,本科,C-普通客户,110000,7,2023-06-19,66,6,2778.2999999999997,463.04999999999995,4,2.0,2,1,2,212,5,468
C999993896655,anon_S9594,男,21,未婚,广东,大专,C-普通客户,15000000,1,2022-09-22,149,6,3059.65,509.94166666666666,6,1.0,1,1,2,112,4,738
C999993859748,anon_S5916,女,30,未婚,北京,本科,C-普通客户,110000,7,2023-01-19,87,6,2066.05,344.3416666666667,6,0.0,2,1,1,211,4,619
C999993859759,anon_S5917,男,30,已婚,江西,本科,C-普通客户,110000,7,2022-09-17,38,6,2616.65,436.10833333333335,6,1.0,3,1,2,312,6,743
C999993859782,anon_S5920,男,30,未婚,青海,本科,C-普通客户,110000,7,2023-02-18,32,6,3802.3399999999997,633.7233333333332,4,0.0,3,1,3,313,7,589
C999993876810,anon_S7619,女,42,已婚,四川,硕士及以上,C-普通客户,390000,17,2022-12-24,56,3,2429.34,809.7800000000001,3,0.0,2,1,2,212,5,645
C999993871391,anon_S7079,男,35,已婚,湖北,硕士及以上,C-普通客户,260625,10,2022-03-16,139,12,6963.679999999999,580.3066666666666,11,2.0,1,3,4,134,8,928
C999993876809,anon_S7618,男,42,已婚,天津,硕士及以上,C-普通客户,390000,17,2022-12-21,332,3,2653.1,884.3666666666667,3,1.0,1,1,2,112,4,648
C999993859793,anon_S5921,男,30,未婚,江西,本科,C-普通客户,110000,7,2023-08-07,27,9,4049.9500000000003,449.99444444444447,8,2.0,3,2,3,323,8,419
C999993894557,anon_S9385,男,27,离异,陕西,高中,C-普通客户,8400000,9,2022-07-07,89,9,4317.33,479.7033333333333,8,3.0,2,2,3,223,7,815
C999993859862,anon_S5928,男,30,未婚,湖南,本科,C-普通客户,110000,7,2023-11-16,51,20,9886.31,494.3155,17,3.0,3,4,4,344,11,318
C999993859873,anon_S5929,男,30,已婚,北京,本科,C-普通客户,110000,7,2022-10-17,308,3,2104.71,701.57,2,0.0,1,1,1,111,3,713
C999993896724,anon_S9601,男,26,未婚,四川,本科,C-普通客户,15000000,3,2022-02-14,69,9,3175.87,352.8744444444444,8,3.0,2,2,2,222,6,958
C999993859931,anon_S5935,男,29,未婚,江苏,本科,C-普通客户,110000,6,2023-07-27,173,6,1464.95,244.15833333333333,6,1.0,1,1,1,111,3,430
C999993896098,anon_S9538,男,26,已婚,重庆,本科,C-普通客户,12572920,3,2022-03-24,81,6,2953.28,492.21333333333337,6,1.0,2,1,2,212,5,920
C999993865718,anon_S6513,男,35,已婚,宁夏,硕士及以上,C-普通客户,173553,10,2022-05-03,129,6,4144.82,690.8033333333333,6,1.0,1,1,3,113,5,880
C999993872623,anon_S7202,男,35,未婚,贵州,硕士及以上,C-普通客户,291000,10,2022-12-24,138,6,3069.75,511.625,6,2.0,1,1,2,112,4,645
C999993835159,anon_S3478,男,68,未婚,山西,硕士及以上,C-普通客户,48330,43,2023-06-12,69,6,3034.7200000000003,505.7866666666667,6,0.0,2,1,2,212,5,475
C999993865195,anon_S6461,男,20,未婚,江西,高中,C-普通客户,166000,2,2022-03-07,307,6,3960.14,660.0233333333333,5,0.0,1,1,3,113,5,937
C999993876253,anon_S7563,男,34,未婚,山东,硕士及以上,C-普通客户,368920,9,2023-10-19,53,6,2467.44,411.24,6,1.0,3,1,2,312,6,346
C999993876242,anon_S7562,男,37,离异,海南,硕士及以上,C-普通客户,368920,12,2023-01-10,270,6,4476.29,746.0483333333333,6,0.0,1,1,3,113,5,628
C999993835568,anon_S3519,女,46,离异,青海,硕士及以上,C-普通客户,48603,21,2022-06-11,58,6,2908.99,484.83166666666665,6,1.0,2,1,2,212,5,841
C999993894998,anon_S9429,男,28,未婚,河南,高中,C-普通客户,9000000,10,2023-01-15,29,9,5073.47,563.718888888889,9,1.0,3,2,3,323,8,623
C999993882586,anon_S8195,女,28,未婚,福建,高中,C-普通客户,552070,10,2023-10-18,28,9,5798.18,644.2422222222223,9,2.0,3,2,3,323,8,347
C999993882632,anon_S8200,男,28,未婚,重庆,高中,C-普通客户,552070,10,2022-12-24,2,12,5988.29,499.02416666666664,11,0.0,4,3,4,434,11,645
C999993860334,anon_S5975,男,20,未婚,青海,高中,C-普通客户,115000,2,2022-07-07,45,6,4744.13,790.6883333333334,6,2.0,3,1,3,313,7,815
C999993856204,anon_S5567,男,19,未婚,青海,高中,C-普通客户,92028,1,2022-11-18,245,6,3221.79,536.965,6,0.0,1,1,2,112,4,681
C999993882870,anon_S8224,男,28,未婚,贵州,高中,C-普通客户,663440,10,2023-03-26,35,9,5177.24,575.2488888888888,8,2.0,3,2,3,323,8,553
C999993882949,anon_S8231,女,26,已婚,宁夏,本科,C-普通客户,696400,3,2023-04-19,84,20,10814.66,540.733,17,0.0,2,4,4,244,10,529
C999993860436,anon_S5985,男,20,未婚,黑龙江,高中,C-普通客户,116000,2,2022-01-13,164,9,7319.33,813.2588888888889,8,1.0,1,2,4,124,7,990
C999993864215,anon_S6363,男,35,未婚,辽宁,硕士及以上,C-普通客户,155000,10,2022-07-03,5,6,3466.8900000000003,577.815,5,1.0,4,1,2,412,7,819
C999993883067,anon_S8243,男,23,未婚,天津,大专,C-普通客户,700000,3,2022-04-21,42,9,5563.14,618.1266666666667,9,0.0,3,2,3,323,8,892
C999993883078,anon_S8244,男,22,已婚,吉林,大专,C-普通客户,700000,2,2023-05-23,72,9,4614.47,512.718888888889,8,0.0,2,2,3,223,7,495
C999993824465,anon_S2409,男,54,未婚,上海,硕士及以上,C-普通客户,36460,29,2022-10-17,128,6,2122.36,353.7266666666667,5,0.0,1,1,1,111,3,713
C999993897263,anon_S9655,男,21,未婚,广东,大专,C-普通客户,22000000,1,2022-10-22,23,3,2645.48,881.8266666666667,3,0.0,3,1,2,312,6,708
C999993883294,anon_S8266,女,28,未婚,天津,高中,C-普通客户,720000,10,2023-03-27,121,6,2414.45,402.4083333333333,6,0.0,1,1,2,112,4,552
C999993841414,anon_S4103,男,52,离异,天津,硕士及以上,C-普通客户,56077,27,2022-08-03,145,3,1808.74,602.9133333333333,3,0.0,1,1,1,111,3,788
C999993883329,anon_S8269,女,28,未婚,甘肃,高中,C-普通客户,750000,10,2023-09-24,125,3,2530.79,843.5966666666667,3,0.0,1,1,2,112,4,371
C999993889456,anon_S8877,女,22,未婚,山西,大专,C-普通客户,1920000,2,2023-07-21,165,12,8429.4,702.4499999999999,10,4.0,1,3,4,134,8,436
C999993889536,anon_S8885,女,24,未婚,山东,本科,C-普通客户,1920000,1,2022-01-27,235,6,4832.62,805.4366666666666,6,1.0,1,1,3,113,5,976
C999993889321,anon_S8864,女,22,未婚,宁夏,大专,C-普通客户,1880000,2,2023-09-22,23,12,5882.59,490.21583333333336,10,1.0,3,3,3,333,9,373
C999993889751,anon_S8906,女,24,未婚,天津,本科,C-普通客户,1970000,1,2022-08-19,24,9,5700.0,633.3333333333334,9,1.0,3,2,3,323,8,772
C999993889808,anon_S8911,女,23,未婚,上海,本科,C-普通客户,2000000,0,2023-07-19,44,6,2770.82,461.80333333333334,5,0.0,3,1,2,312,6,438
C999993889842,anon_S8915,男,24,未婚,山东,本科,C-普通客户,2000000,1,2022-11-17,170,6,4352.57,725.4283333333333,6,2.0,1,1,3,113,5,682
C999993889966,anon_S8927,男,24,未婚,广西,本科,C-普通客户,2000000,1,2022-08-21,76,6,2055.74,342.6233333333333,5,0.0,2,1,1,211,4,770
C999993890018,anon_S8932,女,27,未婚,吉林,高中,C-普通客户,2096244,9,2023-11-01,10,9,3469.3399999999997,385.48222222222216,9,1.0,4,2,2,422,8,333
C999993896167,anon_S9545,男,23,已婚,青海,本科,C-普通客户,12910000,0,2023-03-13,33,6,2541.31,423.5516666666667,6,0.0,3,1,2,312,6,566
C999993890176,anon_S8948,女,24,未婚,黑龙江,本科,C-普通客户,2140000,1,2023-06-17,129,6,2294.8,382.4666666666667,5,0.0,1,1,1,111,3,470
C999993890212,anon_S8952,男,27,离异,广西,初中及以下,C-普通客户,2173620,11,2023-02-07,87,6,1885.2,314.2,5,2.0,2,1,1,211,4,600
C999993890245,anon_S8955,男,22,未婚,上海,大专,C-普通客户,2173620,2,2022-02-22,80,12,7693.74,641.145,10,1.0,2,3,4,234,9,950
C999993890392,anon_S8970,女,24,未婚,广西,本科,C-普通客户,2275205,1,2022-11-09,61,9,3298.33,366.4811111111111,8,1.0,2,2,2,222,6,690
C999993890416,anon_S8972,女,25,已婚,湖北,本科,C-普通客户,2400000,2,2022-10-08,135,6,3672.75,612.125,5,0.0,1,1,3,113,5,722
C999993890438,anon_S8974,男,22,已婚,天津,大专,C-普通客户,4530000,2,2023-12-27,174,6,1827.06,304.51,5,1.0,1,1,1,111,3,277
C999993890563,anon_S8987,女,23,未婚,河北,大专,C-普通客户,4700000,3,2022-01-31,163,3,1258.69,419.56333333333333,2,0.0,1,1,1,111,3,972
C999993890574,anon_S8988,女,22,未婚,海南,大专,C-普通客户,4700000,2,2022-12-03,65,15,8861.36,590.7573333333333,10,2.0,2,3,4,234,9,666
C999993890620,anon_S8993,男,22,已婚,重庆,大专,C-普通客户,4700000,2,2022-07-02,36,20,9383.25,469.1625,15,4.0,3,4,4,344,11,820
C999993890675,anon_S8998,女,22,未婚,北京,大专,C-普通客户,4700000,2,2022-01-23,38,9,3318.05,368.6722222222222,9,1.0,3,2,2,322,7,980
C999993890846,anon_S9015,男,23,已婚,陕西,大专,C-普通客户,4750000,3,2023-06-28,1,15,6465.02,431.0013333333334,12,1.0,4,3,4,434,11,459
C999993890904,anon_S9021,男,19,未婚,广东,大专,C-普通客户,4750000,0,2023-03-22,229,3,1986.95,662.3166666666667,3,1.0,1,1,1,111,3,557
C999993891034,anon_S9034,男,23,已婚,上海,大专,C-普通客户,4832000,3,2022-03-15,199,3,1446.03,482.01,2,2.0,1,1,1,111,3,929
C999993889230,anon_S8855,男,22,未婚,北京,大专,C-普通客户,1865000,2,2022-01-10,13,15,7795.99,519.7326666666667,14,1.0,4,3,4,434,11,993
C999993891250,anon_S9056,男,28,已婚,内蒙古,高中,C-普通客户,4970000,10,2023-04-29,1,6,3601.14,600.1899999999999,6,0.0,4,1,2,412,7,519
C999993892027,anon_S9132,男,22,已婚,湖南,大专,C-普通客户,5552090,2,2023-04-01,1,9,5027.52,558.6133333333333,8,0.0,4,2,3,423,9,547
C999993899792,anon_S9840,男,22,未婚,湖北,本科,C-普通客户,216000000,0,2023-07-20,112,6,2946.6099999999997,491.10166666666663,6,0.0,2,1,2,212,5,437
C999993892185,anon_S9148,男,27,已婚,江苏,高中,C-普通客户,5600021,9,2023-07-18,47,9,4316.4400000000005,479.6044444444445,9,2.0,3,2,3,323,8,439
C999993889014,anon_S8833,女,22,未婚,贵州,大专,C-普通客户,1829520,2,2023-10-22,35,6,1318.51,219.75166666666667,6,0.0,3,1,1,311,5,343
C999993899747,anon_S9835,男,23,已婚,浙江,本科,C-普通客户,45400000,0,2022-06-09,15,6,3205.68,534.28,6,1.0,4,1,2,412,7,843
C999993889003,anon_S8832,女,22,未婚,天津,大专,C-普通客户,1829520,2,2022-01-14,33,20,9572.77,478.6385,15,3.0,3,4,4,344,11,989
C999993892414,anon_S9171,女,26,未婚,内蒙古,初中及以下,C-普通客户,5999000,9,2022-06-27,25,6,1222.4,203.73333333333335,6,0.0,3,1,1,311,5,825
C999993892673,anon_S9197,女,30,未婚,重庆,初中及以下,C-普通客户,6320000,8,2023-02-16,14,15,8869.25,591.2833333333333,11,1.0,4,3,4,434,11,591
C999993893008,anon_S9230,男,22,未婚,江西,大专,C-普通客户,6400000,2,2022-02-22,50,9,4558.62,506.5133333333333,9,3.0,3,2,3,323,8,950
C999993899714,anon_S9832,男,25,已婚,广东,本科,C-普通客户,42000000,2,2023-02-12,11,12,5685.24,473.77,10,1.0,4,3,3,433,10,595
C999993899656,anon_S9826,男,28,未婚,山东,高中,C-普通客户,42000000,10,2022-01-22,32,6,2232.27,372.045,6,0.0,3,1,1,311,5,981
C999993893337,anon_S9263,男,28,未婚,辽宁,高中,C-普通客户,6626058,10,2022-01-30,58,18,9055.99,503.11055555555555,13,1.0,2,4,4,244,10,973
C999993893417,anon_S9271,女,26,已婚,山西,本科,C-普通客户,6749000,3,2023-12-04,3,15,9117.97,607.8646666666666,14,1.0,4,3,4,434,11,300
C999993893564,anon_S9286,女,26,已婚,海南,本科,C-普通客户,7003000,3,2022-09-17,1,18,7538.16,418.78666666666663,15,3.0,4,4,4,444,12,743
C999993885724,anon_S8508,男,28,未婚,内蒙古,初中及以下,C-普通客户,1040000,15,2022-07-24,35,6,3023.7000000000003,503.95000000000005,6,1.0,3,1,2,312,6,798
C999993896860,anon_S9615,男,30,未婚,天津,高中,C-普通客户,18000000,12,2022-02-28,347,6,2441.46,406.91,6,1.0,1,1,2,112,4,944
C999993885735,anon_S8509,男,28,未婚,广东,初中及以下,C-普通客户,1040000,15,2023-04-16,91,6,3251.65,541.9416666666667,6,0.0,2,1,2,212,5,532
C999993886013,anon_S8537,女,25,未婚,江苏,大专,C-普通客户,1150000,5,2023-04-11,29,15,8892.69,592.846,14,1.0,3,3,4,334,10,537
C999993898290,anon_S9675,男,27,离异,甘肃,本科,C-普通客户,30000000,4,2022-01-12,53,9,6714.48,746.0533333333333,7,0.0,3,2,4,324,9,991
C999993898325,anon_S9678,男,27,未婚,广东,本科,C-普通客户,30000000,4,2023-09-23,73,20,8640.460000000001,432.023,18,7.0,2,4,4,244,10,372
C999993895889,anon_S9517,男,28,已婚,上海,本科,C-普通客户,12000000,5,2022-10-17,30,18,9113.14,506.2855555555555,14,2.0,3,4,4,344,11,713
C999993898370,anon_S9683,男,28,未婚,重庆,大专,C-普通客户,30000000,8,2022-12-20,65,3,2820.28,940.0933333333334,3,0.0,2,1,2,212,5,649
C999993898438,anon_S9689,男,28,已婚,海南,本科,C-普通客户,30000000,5,2023-10-01,71,6,1715.81,285.9683333333333,6,2.0,2,1,1,211,4,364
C999993886353,anon_S8571,女,25,未婚,甘肃,大专,C-普通客户,1170000,5,2022-03-16,89,9,6293.1,699.2333333333333,8,1.0,2,2,4,224,8,928
C999993886557,anon_S8591,男,28,未婚,内蒙古,大专,C-普通客户,1250000,8,2023-12-17,77,6,2740.36,456.7266666666667,6,1.0,2,1,2,212,5,287
C999993886579,anon_S8593,男,30,未婚,河北,高中,C-普通客户,1250000,12,2023-07-15,0,6,2951.9,491.98333333333335,5,1.0,4,1,2,412,7,442
C999993886647,anon_S8600,男,28,未婚,北京,本科,C-普通客户,1260400,5,2023-08-14,47,15,6386.96,425.7973333333333,15,2.0,3,3,4,334,10,412
C999993856849,anon_S5631,男,32,未婚,青海,大专,C-普通客户,96000,12,2023-03-17,255,3,695.21,231.73666666666668,3,0.0,1,1,1,111,3,562
C999993859034,anon_S5846,男,32,未婚,河南,本科,C-普通客户,105000,9,2022-08-29,20,6,2539.5699999999997,423.2616666666666,6,1.0,4,1,2,412,7,762
C999993898585,anon_S9723,男,28,已婚,吉林,初中及以下,C-普通客户,32000000,16,2022-06-03,558,3,1109.1,369.7,3,1.0,1,1,1,111,3,849
C999993898608,anon_S9725,男,28,未婚,湖南,大专,C-普通客户,32000000,8,2022-04-06,17,20,8881.09,444.0545,18,1.0,4,4,4,444,12,907
C999993898620,anon_S9727,男,26,已婚,四川,大专,C-普通客户,32000000,6,2023-12-27,32,6,3579.4700000000003,596.5783333333334,6,0.0,3,1,2,312,6,277
C999993895379,anon_S9466,男,28,未婚,四川,大专,C-普通客户,10000000,8,2022-10-21,66,3,869.14,289.7133333333333,3,0.0,2,1,1,211,4,709
C999993896485,anon_S9577,男,30,未婚,江西,高中,C-普通客户,15000000,12,2022-07-28,177,6,2117.24,352.8733333333333,5,1.0,1,1,1,111,3,794
C999993882133,anon_S8151,女,26,已婚,浙江,大专,C-普通客户,502400,6,2022-12-09,28,3,1200.17,400.0566666666667,3,0.0,3,1,1,311,5,660
C999993855755,anon_S5523,男,35,已婚,重庆,本科,C-普通客户,90000,12,2022-03-29,181,9,4797.63,533.07,9,0.0,1,2,3,123,6,915
C999993896939,anon_S9622,男,29,未婚,湖北,高中,C-普通客户,20000000,11,2023-01-25,137,6,2217.16,369.52666666666664,6,0.0,1,1,1,111,3,613
C999993898697,anon_S9734,男,28,未婚,上海,大专,C-普通客户,35000000,8,2022-11-21,3,9,3124.29,347.1433333333333,8,2.0,4,2,2,422,8,678
C999993887696,anon_S8701,女,29,未婚,贵州,高中,C-普通客户,1410000,11,2022-06-06,16,20,6617.6,330.88,19,4.0,4,4,4,444,12,846
C999993882268,anon_S8164,男,30,未婚,辽宁,高中,C-普通客户,509363,12,2023-10-30,40,9,4402.3,489.14444444444445,8,0.0,3,2,3,323,8,335
C999993897412,anon_S9670,男,28,未婚,吉林,大专,C-普通客户,23966000,8,2023-10-13,157,6,3910.3100000000004,651.7183333333334,6,0.0,1,1,3,113,5,352
C999993886807,anon_S8616,男,38,离异,重庆,初中及以下,C-普通客户,1339200,11,2023-09-25,161,6,2005.22,334.2033333333333,5,2.0,1,1,1,111,3,370
C999993898711,anon_S9736,男,29,已婚,上海,高中,C-普通客户,35000000,11,2023-07-31,104,6,3008.7400000000002,501.4566666666667,5,1.0,2,1,2,212,5,426
C999993895798,anon_S9508,男,28,未婚,上海,大专,C-普通客户,11998000,8,2023-09-11,25,6,2042.38,340.3966666666667,6,1.0,3,1,1,311,5,384
C999993880135,anon_S7951,女,39,已婚,山西,硕士及以上,C-普通客户,460920,14,2023-10-21,210,15,5657.46,377.164,14,3.0,1,3,3,133,7,344
C999993886818,anon_S19,女,25,未婚,黑龙江,大专,C-普通客户,1340000,5,2022-05-17,71,6,1449.79,241.63166666666666,5,0.0,2,1,1,211,4,866
C999993886829,anon_S8617,女,30,未婚,江西,高中,C-普通客户,1340000,12,2023-11-05,177,6,3558.01,593.0016666666667,6,0.0,1,1,2,112,4,329
C999993886932,anon_S8627,男,37,未婚,福建,初中及以下,C-普通客户,1340050,10,2023-03-04,1,20,8004.98,400.24899999999997,12,3.0,4,4,4,444,12,575
C999993887006,anon_S8634,男,25,未婚,西藏,大专,C-普通客户,1349700,5,2023-03-28,147,6,4074.38,679.0633333333334,6,1.0,1,1,3,113,5,551
C999993897434,anon_S9672,男,29,未婚,江苏,高中,C-普通客户,23979204,11,2023-09-04,57,6,2717.69,452.9483333333333,5,1.0,2,1,2,212,5,391
C999993859318,anon_S5874,男,20,未婚,青海,初中及以下,C-普通客户,106000,6,2022-05-21,76,15,8454.54,563.6360000000001,15,3.0,2,3,4,234,9,862
C999993855596,anon_S5507,男,35,已婚,山东,本科,C-普通客户,90000,12,2022-03-24,17,3,2001.13,667.0433333333334,3,0.0,4,1,1,411,6,920
C999993859045,anon_S5847,男,32,未婚,河南,本科,C-普通客户,105000,9,2022-06-26,24,9,5689.21,632.1344444444444,9,2.0,3,2,3,323,8,826
